bertopic,author,platform,url,content,newPostID
50,theshaderoom,instagram,https://www.instagram.com/p/CSrwLf_MoSF/,"TSR STAFF: La’Janeé @_lajanee_
____________________ 
After reporting a vaccination rate of 92% a few weeks ago the Atlanta Falcons have now reported that they are the first team to be fully vaccinated for COVID-19.
____________________
""Each player will now enjoy the benefits of being able to work out and eat together"" the team's website said. ""They won't have to test daily won't have to wear masks around the facility and won't have to quarantine following a close contact with someone who tests positive."" 
____________________
The announcement also comes after NFL Commissioner Roger Goodell warned teams that games would be canceled but not rescheduled due to an outbreak among unvaccinated players.
____________________
""As we learned last year we can play a full season if we—Click the link in bio to read more. (📸:@gettyimages)",instagram_164131|2642417502875976837
63,hoodratchetv,instagram,https://www.instagram.com/p/CT3Z-TyMoWx/,"Two COVID-sniffing dogs in Miami International Airport's latest pilot program are reportedly more than 99 percent accurate at detecting the virus in their training.

Last week a pair of dogs named Cobra and One Betta who were trained at the Forensic and Justice Center at Florida International University began a 30-day program where they would detect COVID-19 among airport employees and alert when the virus is detected in a sniff test.

""We trained these dogs just using face coverings from patients who at a hospital have COVID and those who do not"" Florida International University's Kenneth Furton told CNN's New Day on Monday.

Cobra and One Betta are able to sniff out the virus through the breath and sweat of an infected person due to metabolic changes caused by COVID.

In published peer-reviewed double-blind trials the dogs were found to accurately detect COVID-19 96 to 99 percent of the time. Cobra's accuracy rate is 99.4 percent and One Betta's is 98.1 percent.",instagram_447424|2663711937626539441
37,cnn,instagram,https://www.instagram.com/p/CUVuNJ4JcWk/,"Clinical trials are underway for daily pills that can fight Covid-19 after diagnosis and prevent symptoms from developing after exposure. At least three promising antivirals for Covid-19 are being tested with results expected as soon as late fall or winter said Carl Dieffenbach director of the Division of AIDS at the National Institute of Allergy and Infectious Diseases who is overseeing antiviral development.⁠
⁠
(📸: Merck & Co Inc/Reuters)",instagram_51207|2672245168012641700
69,cnn,instagram,https://www.instagram.com/p/CYrV8osOLWN/,"President Joe Biden on Thursday announced his administration will purchase an additional 500 million Covid-19 tests and said he will soon detail plans for his administration to make high-quality masks free for Americans.⁠
⁠
Biden also reiterated his belief that the pandemic is primarily affecting the unvaccinated in a plea for people to get their shots. “Right now both vaccinated and unvaccinated people are testing positive but what happens after that could not be more different.”⁠
⁠
Link in bio to read more.⁠
⁠
📷: Andrew Harnik/AP",instagram_51207|2750388523276744077
21,cnn,instagram,https://www.instagram.com/p/CVExJjbtP4m/,"Throughout August the risk of dying from Covi19 was 11 times higher for unvaccinated adults than for fully vaccinated adults in the United States according to new data published by the CDC.⁠
⁠
Unvaccinated adults faced a six times higher risk of testing positive for Covid-19 throughout the month and in the last week of August the risk of being hospitalized was nearly 19 times higher for unvaccinated adults than fully vaccinated adults.⁠
⁠
Some states and local jurisdictions have recently started publishing Covid-19 case death and hospitalization rates by vaccination status on their own dashboards and the CDC has been working with health departments to link case surveillance data with immunization information systems for their own analysis. Link in bio. ⁠
⁠
📸: Kyle Green/AP",instagram_51207|2685487438619803174
23,wearebreitbart,instagram,https://www.instagram.com/p/CgpfHAjp4wl/,"🔴🔴 BREAKING: Quadruple vaccinated Joe Biden announced Saturday that he would return to isolation after testing positive again for coronavirus.🔴🔴 President Joe Biden announced Saturday that he would return to isolation after testing positive again for coronavirus.

“Folks today I tested positive for COVID again” Biden wrote on social media Saturday afternoon. He said his reoccurring positive test was something that happened only with “a small minority” of coronavirus patients.

The president’s physician Dr. Kevin O’Connor said in a letter to the public the reoccurrence of the virus was “rebound COVID” something that takes place with some patients treated with PAXLOVID.

The doctor said that Biden tested negative on Tuesday Wednesday Thursday and Friday before testing positive on Saturday.

The president said he would again isolate himself from the public after participating in in-person events earlier in the week.

“I’ve got no symptoms but I am going to isolate for the safety of everyone around me” Biden wrote.

The president was scheduled to travel to his home in Delaware on Sunday but those plans will likely be canceled. He was also scheduled to travel to Michigan on Tuesday.

He said he would continue working despite the renewed positive test.

“I’m still at work and will be back on the road soon” Biden said.",instagram_1509241|2893981056638618661
60,theshaderoom,instagram,https://www.instagram.com/p/CZgEfn_LQeA/,"TSR Staff: China! @china_lovelace
__________________________ 
#TSRUpdatez: The federal trial of three former Minneapolis police officers charged with violating #GeorgeFloyd’s rights is briefly on hold. According to @foxnews today Judge #PaulMagnuson abruptly suspended the trial after one defendant tested positive for COVID-19. 
__________________________ 
If you recall #JAlexanderKueng #ThomasLane and #TouThao are accused of depriving George of his rights when they failed to give him medical aid as #DerekChauvin knelt on his neck for 9 1/2 minutes. This was while George was handcuffed facedown and gasping for air.  
__________________________
Reports show Judge Magnuson didn’t specify who caught the virus but a news release from the courthouse identified the infected person only as a ""case participant."" 📷:(Hennepin County Sheriff's Office )",instagram_164131|2765229936631154560
46,cnn,instagram,https://www.instagram.com/p/CTB0noxh7Q1/,"Delta Air Lines said that as of November 1 unvaccinated staff will pay up to $200 a month more for their company health insurance depending on the coverage. It will also limit the number of sick days unvaccinated employees are allowed to take if they contract Covid-19. It will also require unvaccinated employees to take weekly Covid tests. ""The average hospital stay for Covid-19 has cost Delta $50000 per person"" the airline said. ""This surcharge will be necessary to address the financial risk the decision to not vaccinate is creating for our company."" Since the rise of the Delta variant all cases of Covid-19 among Delta employees have been among the unvaccinated according to the company.

📸: Delta Airlines",instagram_51207|2648629478129382453
42,wearebreitbart,instagram,https://www.instagram.com/p/CZt43EtLEAq/,"A visibly agitated Canadian Prime Minister Justin Trudeau @justinpjtrudeau on Monday night belittled members of the Freedom Convoy who have descended on the capital Ottawa in their thousands claiming “A few people shouting and waving swastikas does not define who Canadians are.”

The left-wing Trudeau was addressing an emergency session of Parliament in Ottawa when he went on the attack against opponents of vaccine mandates adding to previous sneers that characterized trucker protesters and supportive demonstrators as “conspiracy theorist” wearers of “tinfoil hats.”

“It has to stop” Trudeau pleaded in the House of Commons on his return to parliament after isolating for a week due to a positive coronavirus test.

“This pandemic has sucked for all Canadians” AFP reports the premier said before claiming “Canadians know the way to get through it is continuing to listen to science continuing to lean on each other.”

Trudeau pledged federal government support “with whatever resources the province and city need” without elaborating what measures might be planned.

As he spoke it was clear that the protest convoy members have growing support across the country while maintaining they want to engage with the prime minister so he can address their concerns.

They are also sick of the manufactured hate that has been used to define them in the legacy media.

Even as the protest wound into its second week it shows no sign of winding down.

A truck-convoy protest near the Ambassador Bridge the busiest border crossing between Canada and the U.S. caused long traffic backups Sunday into Monday along the span from the Detroit side of the Detroit River. Trudeau recently characterized trucker protesters and supportive demonstrators as “conspiracy theorist” wearers of “tinfoil hats.”

He previously denigrated Canadian citizens politically opposed to him sneering at members of “anti-vaxxer mobs” who are “racist” “misogynistic” and “don’t believe in science.”",instagram_1509241|2769119421131407402
13,theshaderoom,instagram,https://www.instagram.com/p/Cc0moFguZ4f/,#TSRPrayersUp: #KamalaHarris has reportedly tested positive for #COVID19 #Roommates! Please send prayers her way during this time. 🙏🏾 (📸: @gettyimages),instagram_164131|2825052746732379679
78,cnn,instagram,https://www.instagram.com/p/CYYnTqnMjqg/,"""They were truly truly a couple you know. I mean nothing could come in between them"" daughter Stephanie Walker told CNN. The couple found out they had Covid-19 just before Thanksgiving -- Sue was tested in the hospital while getting treatment for what they thought was a COPD flare-up and Bob took a home test when his wife tested positive.⁠
⁠
They died a few days later in a Phoenix-area hospital -- Sue on November 30 and Bob on December 2nd.⁠
⁠
Neither of their parents were vaccinated and they both had health issues. Tap the link in our bio for more. ⁠
⁠
(📸 : Courtesy Jonathan Walker)",instagram_51207|2745116848121068192
52,theshaderoom,instagram,https://www.instagram.com/p/CRey0Ikh2wW/,BREAKING: 17-year-old tennis champion #CocoGauff has just tested positive for COVID-19 and will no longer be competing at the #TokyoOlympics. She joins the growing list of Olympic athletes to test positive for the virus the latest number is close to 50 confirmed cases. 📸: (@gettyimages),instagram_164131|2620755518117342230
42,Breitbart,facebook,https://www.facebook.com/95475020353/posts/581439703502684,LIVE: Former COVID Response Coordinator Dr. Deborah Birx Testifying on Trump's COVID Response...,facebook_6893|581439703502684
63,noticiascaracol,instagram,https://www.instagram.com/p/Corxb_PsTIs/,"Un aberrante caso de maltrato animal se presentó en la ciudad de Medellín pues una perrita de raza bulldog francés murió luego de ser arrojada viva a un camión de basura.

Según precisó el medio El Colombiano el animal fue encontrado en un grave estado de desnutrición el pasado sábado 11 de febrero. Una habitante de la zona donde hallaron a la mascota compartió el caso en redes sociales por lo que una animalista se apropió de los gastos médicos de la perrita.

“Tenemos hospitalizada a la perrita que echaron en el camión de basura nos llegó en horas de la tarde y en resumidas cuentas nos dicen que tiene una leucositosis muy marcada anemia trombositopenia síntomas clásicos de hemotrópicos por eso la recomendación más inmediata es PCR para saber con exactitud a qué nos estamos enfrentando y qué antibiótico debe ser usado en ella” dijo Alexa Ramírez quién se hizo cargo del caso.

A pesar del desalentador diagnóstico un hemograma demostró que Betty como bautizaron de cariño a la mascota no presentaba daño renal alguno. Esta perrita requería una ecografía de urgencia con la que se esperaba continuar con su recuperación; sin embargo pese a los esfuerzos de la joven y el personal veterinario la perrita falleció 💔.

Más en www.noticiascaracol.com",instagram_180419|3038739801205453356
25,CDC,facebook,https://www.facebook.com/100064543430012/posts/312133530948092,A new MMWR study shows that wearing a mask indoors helps protect against COVID-19. Compared with those who reported not wearing a face covering people who reported always wearing one in indoor public settings were less likely to test positive for COVID-19. Respirators (N95/KN95) were most protective. Wear a mask in indoor public settings to help protect yourself and others from COVID-19. Learn more. bit.ly/MMWR7106,facebook_9924|312133530948092
52,theshaderoom,instagram,https://www.instagram.com/p/CXkH5_6sO8U/,#MeganTheeStallion reveals she is not feeling well and will not be performing at #JingleBall tonight. She also noted that while a few people on her team were exposed to COVID she has tested negative.,instagram_164131|2730342046059523860
63,hoodratchetv,instagram,https://www.instagram.com/p/CTs9UXDskCK/,"More than a dozen gorillas have tested positive for Covid-19 at Zoo Atlanta probably after contracting the virus from a keeper zoo officials said.

Staff were alerted when several of the zoo’s troop of 20 western lowland gorillas began exhibiting symptoms including runny noses mild coughing and loss of appetite.

Fecal samples and swabs sent to the University of Georgia’s veterinary diagnostic laboratory showed that 13 of the great apes were positive for coronavirus the Atlanta Journal-Constitution reported.

In a statement posted to the zoo’s website officials said they believed a vaccinated member of its animal care team who was wearing personal protective equipment and asymptomatic when she came to work probably transmitted the virus.

“The teams are very closely monitoring the affected gorillas and are hopeful they will make a complete recovery” Sam Rivera Zoo Atlanta’s senior director of animal health said.

Further tests sent to the national veterinary services laboratory in Ames Iowa for confirmation were pending the statement added. Some of the gorillas are receiving monoclonal antibodies and staff are paying close attention to Ozzie a 60-year-old male thought to be most at risk of Covid complications.",instagram_447424|2660771159853908106
25,cnn,instagram,https://www.instagram.com/p/CZNLpGzhyCN/,"All attendees at Super Bowl LVI will be given KN95 masks and will be reminded to keep their face coverings up at all times unless drinking or eating said Los Angeles County of Public Health Director Barbara Ferrer Tuesday.⁠
⁠
Fans heading to the NFL Experience at the LA Convention Center the NFL’s “interactive football theme park” launching the week ahead of the February 13 Super Bowl will receive free take-home test kits “with messaging to test before the big game” said Ferrer.⁠
⁠
Read more at the link in bio.⁠
⁠
📸: Rich Fury/Getty Images for Hollywood Park Management Company",instagram_51207|2759913349965095053
72,wearebreitbart,instagram,https://www.instagram.com/p/CVJTV9krb-M/,"🚨🚨BREAKING🚨🚨 More than 16000 migrants who tested positive for COVID-19 while in Immigration and Customs Enforcement (ICE) custody were released into the United States according to an agency law enforcement source. The Biden administration did not mandate any of the migrants to be vaccinated before their release. The source informs Breitbart Texas that the figures only include those migrants who were tested by ICE.

The source not authorized to speak to the media says the migrants ranged from infants to the elderly. A Department of Homeland Security document reviewed by Breitbart Texas reports the oldest released migrants were over 85 years old. Nearly 1300 were under the age of ten.

Nearly 12000 of the migrants who tested positive for COVID-19 and were released into the U.S. were between 18 and 40 years of age more than 11800 were male nearly 1300 were under the age of ten and more than 6000 were between 20 and 29 years old.

According to the source the releases occurred in multiple cities across the United States between January 2021 and early October.

The totals do not include the thousands of untested migrants released directly by the Border Patrol. The Border Patrol testing of migrants has been limited to unaccompanied migrant children later turned over to the Department of Health and Human Services (HHS).

As reported by Breitbart Texas the Border Patrol relied on non-government organizations to test migrants after their release from detention. Many of those migrants were later released to self-quarantine at hotels within border cities.

The source says the positive tests did not factor in the decision to release. “With the pace of referrals from the Border Patrol we tested made the migrants aware and released them to avoid increasing the detained population” the source revealed. “None of the migrants received the COVID-19 vaccine either voluntary or forced.”",instagram_1509241|2686763724809551756
14,hoodratchetv,instagram,https://www.instagram.com/p/Cl6YqUPO426/,"About 270000 homebuyers who bought during the red-hot housing market this year already owe more than their house is worth a new analysis found.

Among the 450000 underwater borrowers in the third quarter nearly 60% had mortgages originated in the first nine months of 2022 Black Knight found. That's about 1 in 12 homes purchased in 2022 with a mortgage or 8%. Nearly 40% of homes bought this year have less than 10% of equity left to tap.

The figures reflect yet another fallout from rapidly rising mortgage rates this year which have put pressure on housing values as home price growth cools at a record pace month over month.

“Though the home price correction has slowed it has still exposed a meaningful pocket of equity risk” Ben Graboske president of Black Knight data and analytics said in a news statement. “Make no mistake: negative equity rates continue to run far below historical averages but a clear bifurcation of risk has emerged between mortgaged homes purchased relatively recently versus those bought early in or before the pandemic.”",instagram_447424|2988809763778432442
34,cnn,instagram,https://www.instagram.com/p/CYAQQfFOKEB/,"The US Centers for Disease Control and Prevention shortened the recommended time that people should isolate when they've tested positive for Covid-19 from 10 days to five days if they don't have symptoms -- and if they wear a mask around others for at least five more days.⁠
⁠
The CDC also shortened the recommended time for people to quarantine if they are exposed to the virus to a similar five days if they are vaccinated and often to no time if they are boosted.⁠
⁠
More at the link in our bio.",instagram_51207|2738260075070660865
49,jerrynews,instagram,https://www.instagram.com/p/CYrblcCJwx5/,"President Biden announced his administration plans to make “high-quality” masks free for Americans.
___
“I know that for some Americans a mask is not always affordable or convenient to get. So next week we’ll announce how we’re making high-quality masks available to American people for free” he said Thursday.
___
The president also said the U.S. will purchase an additional 500 million Covid-19 tests that will be shipped to Americans free of charge.",instagram_1181731|2750413317417143417
20,cnnee,instagram,https://www.instagram.com/p/CUWQg9pLvF1/,"Si dices “búnker del fin del mundo” la mayoría de la gente imaginará un cuarto de concreto lleno de catres y productos enlatados. La amenaza de la aniquilación global tal vez no está tan presente como durante la Guerra Fría; sin embargo los refugios de alta seguridad de hoy en día no tienen nada que ver con sus contrapartes del siglo XX.
Una grupo de empresas de todo el mundo tienen una demanda creciente de estructuras que protegen de cualquier riesgo ya sea una pandemia mundial un asteroide o la III Guerra Mundial y al mismo tiempo ofrecen servicios de lujo. Para prueba esta imagen. En el enlace en nuestro perfil te decimos dónde están localizados y te mostramos sus lujosos interiores. Si pudieras ¿invertirías en uno?",instagram_61064|2672396062847594869
62,cnn,instagram,https://www.instagram.com/p/CU6hY1UgsmH/,"The cost of energy was dirt cheap in the spring of 2020 as roads and airports sat nearly empty during the height of the Covid-19 pandemic. Energy demand is back today as the world economy reopens -- but supply simply hasn't kept up. That's why US oil prices have skyrocketed $120 since crashing to negative $40 a barrel in April 2020. Crude is on track to finish Monday above $80 a barrel for the first time in seven years. All of this is leading to sticker shock for many Americans filling up at the pump -- at a time of the year when gas prices typically cool off. High gas prices will only exacerbate elevated inflation squeeze the budgets of American families and hurt President Joe Biden's political fortunes. Unfortunately prices at the pump may get lifted even higher by the global energy crisis.⁠
⁠
📸: Yasin Ozturk Anadolu Agency/Getty Images",instagram_51207|2682603370107292039
53,cnn,instagram,https://www.instagram.com/p/CTpLWrftOQI/,"Comedian Patton Oswalt canceled his shows in Florida and Utah after venues refused to require proof of vaccination or a negative Covid-19 test for entry. ""This difficult decision was made due to the rising number of Covid cases"" Oswalt said.⁠",instagram_51207|2659706991981945864
68,cnn,instagram,https://www.instagram.com/p/CZZlGvRteh7/,"“This morning I tested positive for COVID-19. I’m feeling fine -- and I’ll continue to work remotely this week while following public health guidelines. Everyone please get vaccinated and get boosted” Trudeau tweeted.⁠
⁠
📸: Cole Burston/Getty Images",instagram_51207|2763403037169281147
16,wearebreitbart,instagram,https://www.instagram.com/p/CpkcWL7LiLD/,"⬛️⚫️ The San Bernardino County Sheriff’s Department reported Wednesday that twelve people have been found dead after the recent blizzards in nearby mountains — with some of the deceased trapped within their homes. Gov. Gavin Newsom (D) @gavinnewsom left the state during the crisis traveling to Baja California after belatedly declaring a state of emergency for the blizzard. He continues to spend time on social media trolling conservative states.

He returned from abroad Sunday. On Wednesday Newsom’s office said he tested positive for the coronavirus.⚫️⬛️",instagram_1509241|3054691117198877379
77,cnn,instagram,https://www.instagram.com/tv/CT1iNieoslh/,"Rapper Nicki Minaj claimed on social media that her cousin's friend has ""swollen testicles"" after taking the Covid-19 vaccine. CNN Chief Medical Correspondent @drsanjaygupta said ""I have no doubt that it's not related to the vaccine.""",instagram_51207|2663185218615298401
22,theshaderoom,instagram,https://www.instagram.com/p/Cl7ktHtrfLV/,"TSR Staff: China! @china_lovelace
______________________
#TSRHealth: #Roommates it’s flu season so you know we must keep you informed! According to the @CDC’s weekly influenza report Tennessee has the most flu cases of any state in the country. Dr. Stephen Threlkeld Baptist Memorial infectious disease specialist says “We sort of expected this. We predicted it would be a bad year because of what we saw in the southern hemisphere like Australia. They had a terrible year and they had an early year.” 
______________________
Reports state nationwide about 20000 people were hospitalized with the flu last week. Unfortunately that number has nearly doubled from the week prior. As of November 19th Tennessee’s Department of Health’s latest numbers reports that over 1300 patients tested positive for influenza-like illnesses out of over 8000 treated in Memphis-Shelby County health facilities.
______________________
Tennessee isn't the only state affected. The Arkansas Department of Health has received over 14200 positive flu tests since October. In addition the Mississippi State Department of Health anticipates flu activity coupled with RSV and COVID-19 to remain high through 2023. Stay safe #Roomies! 📸:(@gettyimages)",instagram_164131|2989144208023876309
52,theshaderoom,instagram,https://www.instagram.com/p/CRb44m7hI_u/,"TSR STAFF: Brianne D! @beedev_
____________________________________
As athletes around the globe prepare to head to Tokyo to compete in the world's biggest athletic competition citizens of Tokyo gather asking authorities to call the games off. As we previously reported Tokyo has recently experienced a surge in COVID cases and it looks like the virus has infiltrated Olympic grounds.
____________________________________
According to @TMZ_tv an Olympic Village staffer tested positive for the virus on Friday and organizers reveal they are under ""pressure"" in regards to how the Olympic games will proceed. Organizers reportedly note the staffer is not a resident of Japan and their job is only described as ""games-concerned personnel"".
____________________________________
Nevertheless protestors have gathered outside the Olympic Village demanding the Olympics be cancelled. As we previously reported Tokyo is currently under a state of emergency which prompted the Japanese Olympic Committee to ban spectators from—click the link in our bio to read more! (📸: @gettyimages)",instagram_164131|2619937788942127086
62,wearebreitbart,instagram,https://www.instagram.com/p/CX7nMRrsBlQ/,"New Jersey is set to pay approximately $53 million in settling claims its negligence contributed to the deaths of over 100 veterans in state-run homes amid the coronavirus pandemic attorneys announced Thursday. Over 200 residents in the homes died amid the pandemic and Gov. Phil Murphy’s (D) administration was heavily criticized in April last year after instructing the homes not to turn away patients who tested positive for the illness.

The order was eventually rescinded according the the NBC article.

In May 2020 New Jersey Democrats were silent regarding Murphy’s decision to place coronavirus patients in nursing homes Breitbart News reported at the time.

“The rising problem of coronavirus deaths prompted New Jersey state Senate Republicans to call for an investigation into the coronavirus outbreak at New Jersey nursing homes” the outlet said.

In September last year approximately 100 people gathered outside Veterans Memorial Home at Menlo Park to demand an investigation into the virus deaths NJ.com reported. The Justice Department later issued a letter to Murphy asking about its nursing home death count saying it was launching an investigation into the state’s veterans homes “after receiving what it described as incomplete answers to an earlier request for data” the NBC report continued.

In the beginning of the pandemic the state took measures to protect long-term care facilities such as veterans homes from liabilities for basic negligence if they were thought to be acting in good faith amid the health emergency.

The move “raised the bar” for possible lawsuits according to attorney Scott Piekarsky who is with a firm representing multiple families of veterans who previously lived inside the Paramus facility and whose claims accused it of gross negligence.

“These weren’t easy slam dunk cases but we felt we had enough and we were going to stay the course” Piekarsky told NBC adding “The state did the right thing in not putting these families through years and years of litigation.”",instagram_1509241|2736953565991934288
72,cnnee,instagram,https://www.instagram.com/p/CYXWAewju_q/,El tenista que no quiso informar su estado de vacunación contra el covid-19 “no proporcionó pruebas adecuadas para cumplir con los requisitos de entrada para Australia y la visa fue posteriormente cancelada” dijo el ministro Greg Hunt en una entrevista con medios australianos. Lee todos los detalles de la historia en nuestro link en bio,instagram_61064|2744759287955779562
64,hoodratchetv,instagram,https://www.instagram.com/p/CgvOs-8NW8o/,"California Gov. Gavin Newsom declared a state of emergency over the rapidly spreading monkeypox outbreak on Monday the third U.S. state to do so in a matter of days.

Newsom said the emergency declaration would help support the state's vaccination efforts. Demand for the vaccines has outstripped supply as infections rise. Staff at sexual health clinics and other sites have struggled to keep up with the influx of people seeking the shots.

California is mobilizing personnel from its Emergency Medical Services to help administer the vaccines. Newsom said the state is working across all levels of government to slow the spread through testing contract tracing and community outreach.

California's declaration comes after Illinois declared a public health emergency earlier Monday. New York declared a state disaster emergency in response to the outbreak late Friday.

The U.S. has reported nearly 6000 cases of monkeypox across across 48 states Washington D.C. and Puerto Rico according to the Centers for Disease Control and Prevention. The outbreak has spread swiftly since health authorities in Boston confirmed the first U.S. case in May.

California Illinois and New York – home to the nation's three largest cities – have reported 47% of all confirmed monkeypox infections in the U.S. New York is the epicenter of the outbreak in the U.S. with nearly 1400 confirmed cases as of Monday.

The Biden administration is weighing whether to declare the a public health emergency in the U.S according to senior federal health officials. This would help mobilize resources for state health officials that are battling the outbreak. The last time the U.S. declared a public health emergency was in response to Covid-19 in January 2020.

Monkeypox is rarely fatal and no deaths have been reported in the U.S so far. But some patients suffer excruciating pain from the rash caused by the virus. Monkeypox is primarily transmitting through skin-to-skin contact during sex according to the CDC.",instagram_447424|2895597749312778024
34,complex,instagram,https://www.instagram.com/p/CYAYW2Gv4UM/,"The CDC has cut isolation restrictions for those that test positive for COVID-19. 

LINK IN BIO for more details 🔗",instagram_104442|2738295696481289484
64,jerrynews,instagram,https://www.instagram.com/p/CZKAU0dLcHl/,"Pfizer has begun testing its Omicron-specific Covid-19 vaccine in humans the company announced in a Tuesday press release. As the variant spread and cases among the vaccinated became more common Pfizer rushed to create an adapted version of its original Covid shot.
___
The pharmaceutical giant said the trial will test safety and immune response in 1420 adults between the ages of 18 and 55.
___
The Wall Street Journal reports that if the shot is approved and requested by government health agencies Pfizer is prepared to manufacture 4 billion doses.",instagram_1181731|2759019152431497701
25,wearebreitbart,instagram,https://www.instagram.com/p/CZ8OryrsE45/,"🔴🔴 Will Joe Biden and Anthony Fauci denounce maskless rich Elites? 🔴🔴During the montage of celebrities at the Super Bowl few if any were wearing masks even though masks are required at mega-events in Los Angeles.

The montage showed celebrities like Ben Affleck Jennifer Lopez Andy Garcia and others partying it up free of face diapers:

Last week Democrat California Gov. Gavin Newsom announced he will end the indoor mask mandate for vaccinated citizens only starting February 15.  Shortly after the announcement Los Angeles County Health Director Barbara Ferrer said the city would not lift the mask mandate on February 15.

Indoor “mega-events” with more than 1000 people will also require people to show vaccination proof or a negative test while the unvaccinated will still have to wear masks.

People on Twitter noticed the celebrity maskless trend:",instagram_1509241|2773156052562103865
21,ajplus,instagram,https://www.instagram.com/p/CPBLPHlBqD9/,"Israel has damaged the only COVID-19 testing laboratory in the occupied Gaza Strip amid severe shortages of medical supplies and a ruthless second wave of coronavirus. All coronavirus testing in Gaza has been temporarily halted.⁣
⁣
On May 16 Israeli air raids also killed Dr. Ayman Abu al-Ouf who directed the coronavirus response at al-Shifa Hospital. His wife two children and three other family members were also killed. Al-Shifa Hospital is the largest medical facility in the Gaza Strip. ⁣
⁣
Medical staff at al-Shifa gathered outside the hospital to honor their colleague. ""Today we bid farewell to Dr. Ayman"" said a staff member. ""We will not say that he has fallen but he has risen as a star in the skies a star in Jerusalem's skies.""⁣
⁣
The main road leading to al-Shifa Hospital was also hit blocking access to injured civilians ambulances and emergency workers. ⁣
⁣
Dr. Midhat Abbas from the Gaza health ministry said the Israeli military is deliberately targeting medical facilities with air strikes. ⁣
⁣
""They are targeting mainly civilians these are the victims of this aggression"" said Dr. Abbas. ""[Israeli Prime Minister] Benjamin Netanyahu wants to save himself from jail and so he decided to kill Palestinian children.""⁣
⁣
At least 212 Palestinians including 61 children have been killed in Gaza since the attacks began. Ten Israelis have died including two children.⁣
⁣
#COVID #Coronavirus #COVID19  #Pandemic #GazaCOVID #GazaPandemic #OccupiedGazaStrip #Israel #IsraelAirstrike #Gaza #OccupiedGaza #GazaStrip #Occupation #Palestine #Palestinian #Jerusalem #EastJerusalem #OccupiedEastJerusalem #SheikhJarrah #SaveSheikhJarrah #EthnicCleansing #AlAqsa #AlAqsaShooting ⁣#Protest #Hamas #GazaUnderAttack⁣⁣⁣⁣ #Airstrike #Genocide #OccupiedWestBank⁣⁣⁣",instagram_515926|2576389879273791741
61,cnn,instagram,https://www.instagram.com/p/CSKP3SGAywI/,"Former President Barack Obama has dramatically scaled back his planned 60th birthday party on Martha's Vineyard this weekend due to concerns about the highly transmissible Delta variant of Covid-19 according to a spokeswoman. The birthday bash for the former President was previously planned to be held outside and follow all US Centers for Disease Control and Prevention public health protocols with testing for guests and a Covid safety coordinator on site a source told CNN earlier this week. More than 400 guests including celebrities and former Obama administration officials were reportedly expected to attend the affair along with nearly 200 hired staff working the party. But now the celebration for Obama who turns 60 on Wednesday will be only be for family and close friends.⁠
⁠
(📸: Kriston Jae Bethel/The New York Times/Redux)",instagram_51207|2632986701848587272
21,cdcgov,instagram,https://www.instagram.com/p/CSkF0THjdim/,"The Delta variant is surging and #COVID19 cases are increasing across the country. If you have had close contact with someone with COVID-19 you should consider getting tested even if you are fully vaccinated. Close contact means you were within 6 feet of an infected person for a total of 15 minutes or more over a 24-hour period. 

Learn more about COVID-19 testing: https://bit.ly/cdc-covidtest.

#CDC #PublicHealth",instagram_1238115|2640260865719130278
6,AARP,facebook,https://www.facebook.com/57259033959/posts/10160253757773960,Americans can now order a third round of free at-home COVID tests. Learn how to place your order. The coronavirus outbreak has spread across the world. Here's the latest news on all aspects of the COVID-19 pandemic and how to protect yourself.,facebook_8627|10160253757773960
68,ABC News,facebook,https://www.facebook.com/86680728811/posts/10161901532793812,Jupiter a 14-year-old Amur tiger passed away on Sunday after officials at the Columbus Zoo confirmed he had developed pneumonia which was caused by the COVID-19 virus. “On Wednesday June 22 Jupiter was reported by his care team to be acting ill. (He was not interested in eating and was reluctant to stand move or interact with keepers.)” the zoo wrote in a statement on social media. “When this continued into the next day Jupiter was anesthetized for examination and treatment. Initial exams suggested an infection and treatment was started.” To complicate matters Jupiter had been dealing with long-term treatment of some chronic underlying illnesses said the Columbus Zoo and this made him more susceptible to the COVID-19 virus. “Unfortunately Jupiter did not improve with this treatment and remained reluctant to move and eat” officials continued. “The following day he was given additional treatments and had more diagnostic testing.” Read more: https://abcn.ws/3OyPMnv,facebook_13878|10161901532793812
16,CDC,facebook,https://www.facebook.com/76625396025/posts/10159324120421026,More than three-quarters of U.S. states and territories are experiencing increasing COVID-19 cases. The 7-day average of daily new cases is 24141 up 65.9% from the previous 7-day period. This is 110.4% higher than this year’s lowest daily average on June 20. Take steps to slow the spread of COVID-19 in your community. Get vaccinated as soon as you can. If you are not fully vaccinated: 😷 Wear a mask over your nose & mouth. ↔ Stay at least 6 feet from others. 🚫 Avoid crowds & poorly ventilated spaces. 🖐 Wash your hands often. If you are fully vaccinated you can resume activities you did before the pandemic. Cases related to Delta and other variants are rising in the United States. CDC and its partners analyze COVID-19 testing samples to better understand different variants. For more information: https://bit.ly/3xK25F8.,facebook_9924|10159324120421026
